1	1	1	0	0
2	2	1	0	0
3	3	1	0	0
4	1	2	0	0
5	2	2	0	0
6	3	2	0	0
7	1	3	0	0
8	2	3	0	0
9	3	3	0	0
10	1	4	1	100
11	2	4	0	0
12	3	4	0	0
13	1	5	1	100
14	2	5	0	0
15	3	5	0	0
16	1	6	0	0
17	2	6	0	0
18	3	6	0	0
19	1	7	1	100
20	2	7	0	0
21	3	7	0	0
22	1	8	0	0
23	2	8	0	0
24	3	8	0	0
25	1	9	0	0
26	2	9	0	0
27	3	9	0	0
28	1	10	0	0
29	2	10	0	0
30	3	10	0	0
31	1	11	75	96.1
32	2	11	2	2.6
33	3	11	1	1.3
34	1	12	23	92
35	2	12	2	8
36	3	12	0	0
37	1	13	2346	90.9
38	2	13	124	4.8
39	3	13	110	4.3
40	1	14	1896	93.4
41	2	14	74	3.6
42	3	14	60	3
43	1	15	2100	95
44	2	15	43	1.9
45	3	15	68	3.1
46	1	16	543	95.3
47	2	16	12	2.1
48	3	16	15	2.6
49	1	17	2300	93.3
50	2	17	75	3
51	3	17	92	3.7
52	1	18	5250	90.5
53	2	18	261	4.5
54	3	18	288	5
55	1	19	9665	93.4
56	2	19	398	3.8
57	3	19	294	2.8
58	1	20	12542	81.6
59	2	20	612	4
60	3	20	2217	14.4
61	1	21	2217	71.3
62	2	21	248	8
63	3	21	642	20.7
64	1	22	267	91.3
65	2	22	11	3.8
66	3	22	14	4.9
67	1	23	2183	91.8
68	2	23	55	2.3
69	3	23	140	5.9
70	1	24	4368	88.5
71	2	24	268	5.4
72	3	24	300	6.1
73	1	25	11200	93.1
74	2	25	475	3.9
75	3	25	356	3
76	1	26	12512	80.2
77	2	26	523	3.4
78	3	26	2564	16.4
79	1	27	8342	75.4
80	2	27	854	7.7
81	3	27	1864	16.9
82	1	28	867	59.1
83	2	28	300	20.4
84	3	28	300	20.4
85	1	29	1833	67.9
86	2	29	200	7.4
87	3	29	667	24.7
88	1	30	2967	61.8
89	2	30	600	12.5
90	3	30	1233	25.7
91	1	31	10067	68.6
92	2	31	1033	7
93	3	31	3567	24.3
94	1	32	10333	67
95	2	32	933	6
96	3	32	4167	27
97	1	33	6000	69.5
98	2	33	400	4.6
99	3	33	2233	25.9
100	1	34	1533	77.3
101	2	34	50	2.5
102	3	34	400	20.2
103	1	35	2200	71.7
104	2	35	400	13
105	3	35	467	15.2
106	1	36	5867	69.6
107	2	36	1600	19
108	3	36	967	11.5
109	1	37	16467	73.8
110	2	37	3750	16.8
111	3	37	2100	9.4
112	1	38	17933	69.3
113	2	38	4800	18.6
114	3	38	3133	12.1
115	1	39	14167	67.8
116	2	39	3100	14.8
117	3	39	3633	17.4
118	1	40	1600	68.6
119	2	40	433	18.6
120	3	40	300	12.8
121	1	41	1400	67.8
122	2	41	433	21
123	3	41	233	11.2
124	1	42	3967	66.1
125	2	42	1700	28.3
126	3	42	333	5.6
127	1	43	11033	73.6
128	2	43	2700	18
129	3	43	1267	8.4
130	1	44	30500	75.9
131	2	44	7066	17.6
132	3	44	2600	6.5
133	1	45	21133	73.5
134	2	45	4500	15.6
135	3	45	3133	10.9
136	1	46	1833	67.1
137	2	46	426	15.6
138	3	46	473	17.3
139	1	47	2033	67.2
140	2	47	517	17.1
141	3	47	475	15.7
142	1	48	4733	62.4
143	2	48	1805	23.8
144	3	48	1047	13.8
145	1	49	14433	74
146	2	49	3004	15.4
147	3	49	2067	10.6
148	1	50	22733	70.9
149	2	50	5547	17.3
150	3	50	3783	11.8
151	1	51	17100	72
152	2	51	3515	14.8
153	3	51	3135	13.2
154	1	52	1800	72
155	2	52	500	20
156	3	52	200	8
157	1	53	2700	73
158	2	53	650	17.5
159	3	53	350	9.5
160	1	54	4850	66.9
161	2	54	2000	27.6
162	3	54	400	5.5
163	1	55	18133	80.8
164	2	55	3350	14.9
165	3	55	950	4.3
166	1	56	24800	74.2
167	2	56	5600	16.8
168	3	56	3000	9
169	1	57	18100	69.6
170	2	57	4350	16.7
171	3	57	3550	13.7
172	1	58	1800	69
173	2	58	600	23
174	3	58	210	8
175	1	59	2500	72
176	2	59	600	17.3
177	3	59	370	10.7
178	1	60	4900	66.6
179	2	60	2050	27.9
180	3	60	410	5.6
181	1	61	20200	80.6
182	2	61	3850	15.7
183	3	61	1000	4
184	1	62	21400	75.8
185	2	62	4800	17
186	3	62	2050	7.3
187	1	63	18354	72.5
188	2	63	4100	16.2
189	3	63	2850	11.3
190	1	64	600	48
191	2	64	550	44
192	3	64	100	8
193	1	65	650	50
194	2	65	550	42.3
195	3	65	100	7.7
196	1	66	4800	66.2
197	2	66	2250	31
198	3	66	200	2.8
199	1	67	6950	45.9
200	2	67	7850	51.8
201	3	67	350	2.3
202	1	68	12200	44.8
203	2	68	14400	52.8
204	3	68	650	2.4
205	1	69	16350	49.8
206	2	69	14450	44.1
207	3	69	2000	6.1
208	1	70	550	57.9
209	2	70	350	36.8
210	3	70	50	5.3
211	1	71	400	47
212	2	71	350	41.2
213	3	71	100	11.8
214	1	72	500	41.7
215	2	72	600	50
216	3	72	100	8.3
217	1	73	3250	30.5
218	2	73	7100	66.7
219	3	73	300	2.8
220	1	74	8500	47.8
221	2	74	8500	47.7
222	3	74	800	4.5
223	1	75	9650	30.7
224	2	75	19750	62.9
225	3	75	2000	6.4
226	1	76	0	0
227	2	76	0	0
228	3	76	0	0
229	1	77	0	0
230	2	77	0	0
231	3	77	0	0
232	1	78	0	0
233	2	78	0	0
234	3	78	0	0
235	1	79	1	100
236	2	79	0	0
237	3	79	0	0
238	1	80	0	0
239	2	80	0	0
240	3	80	0	0
241	1	81	0	0
242	2	81	0	0
243	3	81	0	0
244	1	82	0	0
245	2	82	0	0
246	3	82	0	0
247	1	83	0	0
248	2	83	0	0
249	3	83	0	0
250	1	84	0	0
251	2	84	0	0
252	3	84	0	0
253	1	85	0	0
254	2	85	0	0
255	3	85	0	0
256	1	86	45	95.7
257	2	86	2	4.3
258	3	86	0	0
259	1	87	86	97.7
260	2	87	2	2.3
261	3	87	0	0
262	1	88	138	98.6
263	2	88	2	1.4
264	3	88	0	0
265	1	89	111	96.5
266	2	89	3	2.6
267	3	89	1	0.9
268	1	90	73	96.1
269	2	90	2	2.6
270	3	90	1	1.3
271	1	91	63	91.3
272	2	91	4	5.8
273	3	91	2	2.9
274	1	92	950	91.1
275	2	92	56	5.4
276	3	92	37	3.5
277	1	93	522	88.3
278	2	93	52	8.8
279	3	93	17	2.9
280	1	94	125	89.3
281	2	94	13	9.3
282	3	94	2	1.4
283	1	95	102	82.9
284	2	95	12	9.8
285	3	95	9	7.3
286	1	96	112	81.8
287	2	96	10	7.3
288	3	96	15	10.9
289	1	97	667	92.4
290	2	97	42	5.8
291	3	97	13	1.8
292	1	98	800	88
293	2	98	74	8.1
294	3	98	35	3.9
295	1	99	3200	80.5
296	2	99	621	15.6
297	3	99	153	3.9
298	1	100	4850	78.9
299	2	100	1148	18.7
300	3	100	150	2.4
301	1	101	4967	70.2
302	2	101	1617	22.8
303	3	101	493	7
304	1	102	900	75.8
305	2	102	156	13.1
306	3	102	132	11.1
307	1	103	2100	63
308	2	103	200	6
309	3	103	1033	31
310	1	104	1033	55.3
311	2	104	300	16.1
312	3	104	533	28.6
313	1	105	1200	55.4
314	2	105	300	13.8
315	3	105	667	30.8
316	1	106	8000	59.7
317	2	106	800	6
318	3	106	4600	34.3
319	1	107	3300	69.7
320	2	107	167	3.5
321	3	107	1267	26.8
322	1	108	2500	65.2
323	2	108	300	7.8
324	3	108	1033	27
325	1	109	1763	66.3
326	2	109	200	7.5
327	3	109	700	26.3
328	1	110	2200	58.9
329	2	110	700	18.8
330	3	110	833	22.3
331	1	111	1767	57.6
332	2	111	567	18.5
333	3	111	733	23.9
334	1	112	11867	56.1
335	2	112	2533	12
336	3	112	6767	32
337	1	113	12633	58
338	2	113	2600	11.9
339	3	113	6567	30.1
340	1	114	11367	64.2
341	2	114	1933	10.9
342	3	114	4400	24.9
343	1	115	2066	72.1
344	2	115	500	17.4
345	3	115	300	10.5
346	1	116	2000	69
347	2	116	533	18.4
348	3	116	367	12.7
349	1	117	3333	71.5
350	2	117	833	17.8
351	3	117	500	10.7
352	1	118	12700	78
353	2	118	2367	14.6
354	3	118	1200	7.4
355	1	119	16533	69.6
356	2	119	4533	19
357	3	119	2700	11.4
358	1	120	7167	74.1
359	2	120	1433	14.8
360	3	120	1067	11.1
361	1	121	2100	65.4
362	2	121	395	12.3
363	3	121	716	22.3
364	1	122	2000	64.5
365	2	122	518	16.7
366	3	122	583	18.8
367	1	123	2066	60
368	2	123	541	15.7
369	3	123	837	24.3
370	1	124	11900	61.9
371	2	124	2403	12.5
372	3	124	4921	25.6
373	1	125	13400	62.6
374	2	125	2826	13.2
375	3	125	5180	24.2
376	1	126	10133	59.3
377	2	126	2392	14
378	3	126	4562	26.7
379	1	127	4100	85.1
380	2	127	420	8.7
381	3	127	300	6.2
382	1	128	3950	79.6
383	2	128	510	10.3
384	3	128	500	10.1
385	1	129	7350	83.9
386	2	129	612	7
387	3	129	800	9.1
388	1	130	13600	77.6
389	2	130	2820	16.1
390	3	130	1100	6.3
391	1	131	15400	75.1
392	2	131	3012	14.7
393	3	131	2100	10.2
394	1	132	6350	61.1
395	2	132	2050	19.7
396	3	132	2000	19.2
397	1	133	4200	84.8
398	2	133	500	10.1
399	3	133	250	5.1
400	1	134	3900	78.8
401	2	134	600	12.1
402	3	134	450	9.1
403	1	135	7600	83.4
404	2	135	710	7.8
405	3	135	800	8.8
406	1	136	11060	73
407	2	136	3000	19.8
408	3	136	1100	7.3
409	1	137	15200	75.7
410	2	137	2990	14.9
411	3	137	1890	9.4
412	1	138	5920	61.3
413	2	138	2000	20.7
414	3	138	1740	18
415	1	139	2150	54.4
416	2	139	1700	43
417	3	139	100	2.5
418	1	140	7950	59.1
419	2	140	5100	37.9
420	3	140	400	3
421	1	141	12800	52.6
422	2	141	10900	44.8
423	3	141	650	2.7
424	1	142	5050	53.2
425	2	142	4000	42.1
426	3	142	450	4.7
427	1	143	4800	55.2
428	2	143	3350	38.2
429	3	143	550	6.3
430	1	144	3700	39.8
431	2	144	5400	58.1
432	3	144	200	2.2
433	1	145	0	0
434	2	145	0	0
435	3	145	0	0
436	1	146	700	63.6
437	2	146	350	31.8
438	3	146	50	4.6
439	1	147	1900	48.1
440	2	147	1850	46.8
441	3	147	200	5.1
442	1	148	2600	44.1
443	2	148	3050	51.7
444	3	148	250	4.2
445	1	149	500	50.7
446	2	149	4500	45.7
447	3	149	350	3.6
448	1	150	0	0
449	2	150	0	0
450	3	150	0	0
451	1	151	0	0
452	2	151	0	0
453	3	151	0	0
454	1	152	0	0
455	2	152	0	0
456	3	152	0	0
457	1	153	1	100
458	2	153	0	0
459	3	153	0	0
460	1	154	1	100
461	2	154	0	0
462	3	154	0	0
463	1	155	0	0
464	2	155	0	0
465	3	155	0	0
466	1	156	1	100
467	2	156	0	0
468	3	156	0	0
469	1	157	0	0
470	2	157	0	0
471	3	157	0	0
472	1	158	0	0
473	2	158	0	0
474	3	158	0	0
475	1	159	0	0
476	2	159	0	0
477	3	159	0	0
478	1	160	104	100
479	2	160	0	0
480	3	160	1	0
481	1	161	188	98.4
482	2	161	0	0
483	3	161	3	1.6
484	1	162	2012	97.8
485	2	162	0	0
486	3	162	46	2.2
487	1	163	3214	97.2
488	2	163	0	0
489	3	163	93	2.8
490	1	164	2822	92.9
491	2	164	3	1
492	3	164	174	6.1
493	1	165	367	91.7
494	2	165	12	3
495	3	165	21	5.3
496	1	166	4500	91
497	2	166	184	3.7
498	3	166	264	5.3
499	1	167	13167	85.7
500	2	167	642	4.2
501	3	167	1543	10.1
502	1	168	15833	82.9
503	2	168	752	3.9
504	3	168	2512	13.2
505	1	169	16334	81.3
506	2	169	523	2.6
507	3	169	3242	16.1
508	1	170	6412	76.9
509	2	170	186	2.2
510	3	170	1742	20.9
511	1	171	750	92
512	2	171	22	2.7
513	3	171	43	5.3
514	1	172	953	91.4
515	2	172	33	3.2
516	3	172	56	5.4
517	1	173	6666	79.7
518	2	173	532	6.4
519	3	173	1165	13.9
520	1	174	16800	61.5
521	2	174	876	3.2
522	3	174	9647	35.3
523	1	175	9683	60.9
524	2	175	566	3.6
525	3	175	5650	35.5
526	1	176	8317	77.4
527	2	176	216	2
528	3	176	2215	20.6
529	1	177	1767	52
530	2	177	100	2.9
531	3	177	1533	45.1
532	1	178	2633	46.7
533	2	178	500	8.9
534	3	178	2500	44.4
535	1	179	2967	55.5
536	2	179	650	12.1
537	3	179	1733	32.4
538	1	180	11467	52.2
539	2	180	1200	5.5
540	3	180	9300	43.3
541	1	181	17933	52.5
542	2	181	1700	5
543	3	181	14533	43.5
544	1	182	11233	55.2
545	2	182	767	3.8
546	3	182	8367	41.1
547	1	183	5233	53.9
548	2	183	1450	14.9
549	3	183	3033	31.2
550	1	184	5000	51.5
551	2	184	1500	15.5
552	3	184	3200	33
553	1	185	3833	54.8
554	2	185	1200	17.1
555	3	185	1967	28.1
556	1	186	19200	53
557	2	186	7950	22
558	3	186	9067	25
559	1	187	26533	63.4
560	2	187	7950	19
561	3	187	7367	17.6
562	1	188	16000	61.3
563	2	188	3650	14
564	3	188	6467	24.8
565	1	189	2833	58.2
566	2	189	900	18.5
567	3	189	1133	23.3
568	1	190	4033	60.8
569	2	190	1033	15.6
570	3	190	1567	23.6
571	1	191	3733	68.7
572	2	191	567	10.4
573	3	191	1133	20.9
574	1	192	10367	65.2
575	2	192	2900	18.2
576	3	192	2633	16.6
577	1	193	18033	57.5
578	2	193	7967	25.4
579	3	193	5367	17.1
580	1	194	20333	59.1
581	2	194	9500	27.5
582	3	194	4600	17.4
583	1	195	4100	55.3
584	2	195	1201	16.2
585	3	195	2113	28.5
586	1	196	4500	56
587	2	196	1221	15.2
588	3	196	2314	28.8
589	1	197	3633	53.2
590	2	197	1052	15.4
591	3	197	2144	31.4
592	1	198	12633	58.7
593	2	198	3874	18
594	3	198	5014	23.3
595	1	199	23533	58.5
596	2	199	9373	23.3
597	3	199	7321	18.2
598	1	200	18000	59.8
599	2	200	5779	19.2
600	3	200	6321	21
601	1	201	6550	74.4
602	2	201	1400	15.9
603	3	201	850	9.7
604	1	202	4800	71.6
605	2	202	1000	14.9
606	3	202	900	13.5
607	1	203	2200	52.1
608	2	203	1020	24.2
609	3	203	1000	23.7
610	1	204	21200	78.3
611	2	204	3510	13
612	3	204	2350	8.7
613	1	205	24066	67.6
614	2	205	5000	14
615	3	205	6550	18.4
616	1	206	19350	59.7
617	2	206	5250	16.2
618	3	206	7800	24.1
619	1	207	5000	60.6
620	2	207	1600	21.3
621	3	207	910	12.1
622	1	208	4820	72.4
623	2	208	990	14.9
624	3	208	850	12.8
625	1	209	2200	54.7
626	2	209	1020	25.4
627	3	209	800	19.9
628	1	210	29100	77.5
629	2	210	4820	12.8
630	3	210	3620	9.6
631	1	211	25200	67.4
632	2	211	5300	14.2
633	3	211	6900	18.4
634	1	212	17900	58.9
635	2	212	5600	18.4
636	3	212	6900	22.7
637	1	213	3500	61.9
638	2	213	1250	22.1
639	3	213	900	15.9
640	1	214	2500	57.5
641	2	214	1550	35.6
642	3	214	300	6.9
643	1	215	2300	54.5
644	2	215	1020	24.2
645	3	215	900	21.3
646	1	216	17450	78.4
647	2	216	2650	11.9
648	3	216	2150	9.7
649	1	217	17050	69.6
650	2	217	3000	12.2
651	3	217	4450	18.2
652	1	218	16200	88.8
653	2	218	800	4.4
654	3	218	1250	6.8
