1	46	0	95
2	46	1	5
3	49	0	96
4	49	1	4
5	52	0	96
6	52	1	4
7	55	0	100
8	55	1	0
9	58	0	100
10	58	1	0
11	61	0	100
12	61	1	0
13	64	0	13
14	64	1	37
15	64	2	50
16	67	0	23
17	67	1	45
18	67	2	32
19	70	0	35
20	70	1	35
21	70	2	30
22	73	0	45
23	73	1	31
24	73	2	24
25	76	0	40
26	76	1	42
27	76	2	18
28	79	0	60
29	79	1	40
30	79	2	0
31	82	0	21.4
32	82	1	46.4
33	82	2	32.1
34	85	0	36.4
35	85	1	47.3
36	85	2	16.4
37	88	0	32.6
38	88	1	34.8
39	88	2	32.6
40	91	0	34.7
41	91	1	35
42	91	2	30.3
43	94	0	36.5
44	94	1	36.5
45	94	2	27.1
46	97	0	48.3
47	97	1	26.1
48	97	2	25.6
49	100	0	19.6
50	100	1	32.6
51	100	2	39.1
52	100	3	8.7
53	103	0	37.9
54	103	1	48.5
55	103	2	13.6
56	103	3	0
57	106	0	42
58	106	1	39.8
59	106	2	18.2
60	106	3	0
61	109	0	28.7
62	109	1	35.8
63	109	2	32.2
64	109	3	3.2
65	112	0	21.5
66	112	1	36.4
67	112	2	39.2
68	112	3	3
69	115	0	21.2
70	115	1	32.5
71	115	2	42.6
72	115	3	3.8
73	118	0	34.2
74	118	1	31.3
75	118	2	31.3
76	118	3	2.1
77	118	4	1.1
78	121	0	26.2
79	121	1	33.3
80	121	2	40.5
81	121	3	0
82	121	4	0
83	124	0	23.1
84	124	1	39.7
85	124	2	33.9
86	124	3	3.3
87	124	4	0
88	127	0	18.4
89	127	1	29.9
90	127	2	47
91	127	3	4.7
92	127	4	0
93	130	0	17.4
94	130	1	28.3
95	130	2	51
96	130	3	2
97	130	4	1.3
98	133	0	12.9
99	133	1	26
100	133	2	32.2
101	133	3	17.7
102	133	4	11.2
103	136	0	25.7
104	136	1	33.6
105	136	2	37.4
106	136	3	3.3
107	136	4	0
108	139	0	33.3
109	139	1	29.5
110	139	2	37.2
111	139	3	0
112	139	4	0
113	142	0	26.6
114	142	1	32.1
115	142	2	38.8
116	142	3	2.5
117	142	4	0
118	145	0	25.3
119	145	1	31.1
120	145	2	40
121	145	3	3.6
122	145	4	0
123	148	0	22.8
124	148	1	30.1
125	148	2	43.4
126	148	3	2.2
127	148	4	1.5
128	151	0	18.3
129	151	1	19.2
130	151	2	35.4
131	151	3	17
132	151	4	10.1
133	154	0	33.3
134	154	1	58.3
135	154	2	8.4
136	154	3	0
137	154	4	0
138	154	5	0
139	157	0	20.8
140	157	1	49
141	157	2	30.2
142	157	3	0
143	157	4	0
144	157	5	0
145	160	0	12.3
146	160	1	32.3
147	160	2	53.8
148	160	3	1.6
149	160	4	0
150	160	5	0
151	163	0	5.8
152	163	1	17.2
153	163	2	27.5
154	163	3	47
155	163	4	2.3
156	163	5	0.2
157	166	0	11.9
158	166	1	33
159	166	2	46.6
160	166	3	8.5
161	166	4	0
162	166	5	0
163	169	0	20.4
164	169	1	32.8
165	169	2	30
166	169	3	16.8
167	169	4	0
168	169	5	0
169	172	0	25
170	172	1	75
171	172	2	0
172	172	3	0
173	172	4	0
174	172	5	0
175	172	6	0
176	172	7	 
177	175	0	22.2
178	175	1	50
179	175	2	27.8
180	175	3	0
181	175	4	0
182	175	5	0
183	175	6	0
184	175	7	0
185	178	0	16.7
186	178	1	51.5
187	178	2	31.8
188	178	3	0
189	178	4	0
190	178	5	0
191	178	6	0
192	178	7	0
193	181	0	15.4
194	181	1	21.1
195	181	2	48
196	181	3	13.1
197	181	4	2.4
198	181	5	0
199	181	6	0
200	181	7	0
201	184	0	11.7
202	184	1	25.2
203	184	2	37.9
204	184	3	20.5
205	184	4	3.7
206	184	5	1
207	184	6	0
208	184	7	0
209	187	0	6.3
210	187	1	10.7
211	187	2	14.5
212	187	3	32
213	187	4	14
214	187	5	13.4
215	187	6	9.1
216	187	7	0
217	190	0	33.3
218	190	1	33.3
219	190	2	33.4
220	190	3	0
221	190	4	0
222	190	5	0
223	190	6	0
224	190	7	 
225	193	0	30.7
226	193	1	38.7
227	193	2	15.4
228	193	3	15.2
229	193	4	0
230	193	5	0
231	193	6	0
232	193	7	0
233	196	0	15.6
234	196	1	37.8
235	196	2	33.3
236	196	3	13.3
237	196	4	0
238	196	5	0
239	196	6	0
240	196	7	0
241	199	0	11.5
242	199	1	23
243	199	2	48.2
244	199	3	17.3
245	199	4	0
246	199	5	0
247	199	6	0
248	199	7	0
249	202	0	12.8
250	202	1	20.2
251	202	2	25.5
252	202	3	29.5
253	202	4	9.5
254	202	5	2.1
255	202	6	0.4
256	202	7	0
257	205	0	3
258	205	1	7.1
259	205	2	11.3
260	205	3	22.6
261	205	4	29.2
262	205	5	20.2
263	205	6	5.4
264	205	7	1.2
265	271	0	22
266	271	1	78
267	289	0	8
268	289	1	42
269	289	2	50
270	307	0	73
271	307	1	27
272	307	2	0
273	325	0	32.1
274	325	1	45.3
275	325	2	22.6
276	343	0	32.3
277	343	1	42
278	343	2	25.7
279	343	3	0
280	361	0	30
281	361	1	45.6
282	361	2	24.4
283	361	3	0
284	379	0	21.3
285	379	1	35
286	379	2	41.3
287	379	3	2.4
288	379	4	0
289	397	0	38.1
290	397	1	35.1
291	397	2	26.8
292	397	3	0
293	415	0	23.3
294	415	1	34.9
295	415	2	39.5
296	415	3	2.3
297	433	0	0
298	433	1	0
299	433	2	0
300	433	3	0
301	274	0	20
302	274	1	80
303	292	0	10
304	292	1	75
305	292	2	15
306	310	0	41.9
307	310	1	58.1
308	310	2	0
309	328	0	30.3
310	328	1	50
311	328	2	19.7
312	346	0	29.5
313	346	1	42.6
314	346	2	27.9
315	346	3	0
316	364	0	29.2
317	364	1	48.5
318	364	2	22.3
319	364	3	0
320	382	0	24.5
321	382	1	40.2
322	382	2	35.3
323	382	3	0
324	382	4	0
325	400	0	26
326	400	1	39
327	400	2	35
328	400	3	0
329	418	0	13.2
330	418	1	37.1
331	418	2	49.7
332	418	3	0
333	436	0	35.7
334	436	1	42.9
335	436	2	21.4
336	436	3	0
337	277	0	10
338	277	1	90
339	295	0	17
340	295	1	66
341	295	2	17
342	313	0	62.2
343	313	1	32.4
344	313	2	5.4
345	331	0	32.1
346	331	1	35.7
347	331	2	32.1
348	349	0	33.3
349	349	1	34.3
350	349	2	27.3
351	349	3	5.1
352	367	0	38.2
353	367	1	32
354	367	2	25.5
355	367	3	4.3
356	385	0	9.8
357	385	1	31.7
358	385	2	50
359	385	3	8.5
360	385	4	0
361	403	0	17
362	403	1	51.7
363	403	2	31.3
364	403	3	0
365	421	0	16.4
366	421	1	29.7
367	421	2	53.1
368	421	3	0.8
369	439	0	23.7
370	439	1	36.5
371	439	2	35.8
372	439	3	4
373	280	0	7
374	280	1	93
375	298	0	37
376	298	1	55
377	298	2	8
378	316	0	33.3
379	316	1	36.3
380	316	2	30.4
381	334	0	42.7
382	334	1	38.2
383	334	2	19.1
384	352	0	34
385	352	1	48.3
386	352	2	16.9
387	352	3	0.8
388	370	0	40
389	370	1	43
390	370	2	17
391	370	3	0
392	388	0	14.2
393	388	1	25.9
394	388	2	53.3
395	388	3	6.1
396	388	4	0.5
397	406	0	14.3
398	406	1	27.9
399	406	2	46.7
400	406	3	11.1
401	424	0	20
402	424	1	38
403	424	2	38
404	424	3	4
405	442	0	21.2
406	442	1	51.5
407	442	2	17.3
408	442	3	10
409	283	0	5
410	283	1	95
411	301	0	59
412	301	1	39
413	301	2	2
414	319	0	39.4
415	319	1	40.4
416	319	2	20.2
417	337	0	32.4
418	337	1	56.1
419	337	2	11.5
420	355	0	30.1
421	355	1	38.5
422	355	2	27.7
423	355	3	3.7
424	373	0	31.2
425	373	1	39.5
426	373	2	29.3
427	373	3	0
428	391	0	18.9
429	391	1	46.7
430	391	2	33.5
431	391	3	0.9
432	391	4	0
433	409	0	9.3
434	409	1	32.2
435	409	2	50.8
436	409	3	7.7
437	427	0	21.7
438	427	1	30.9
439	427	2	47.4
440	427	3	0
441	445	0	16
442	445	1	45
443	445	2	29
444	445	3	10
445	286	0	100
446	286	1	0
447	304	0	88
448	304	1	12
449	304	2	0
450	322	0	32
451	322	1	45.3
452	322	2	22.7
453	340	0	26.5
454	340	1	60.9
455	340	2	12.6
456	358	0	20.5
457	358	1	45.6
458	358	2	32.1
459	358	3	1.8
460	376	0	34.4
461	376	1	38.3
462	376	2	27.3
463	376	3	0
464	394	0	15.4
465	394	1	45.5
466	394	2	37.4
467	394	3	1.7
468	394	4	0
469	412	0	12.6
470	412	1	34.6
471	412	2	50.4
472	412	3	2.4
473	430	0	24
474	430	1	38.7
475	430	2	33.3
476	430	3	4
477	448	0	17.8
478	448	1	32.9
479	448	2	34.2
480	448	3	15.1
481	493	0	8
482	493	1	92
483	496	0	5
484	496	1	95
485	499	0	7
486	499	1	93
487	502	0	7
488	502	1	93
489	505	0	8
490	505	1	92
491	508	0	100
492	508	1	0
493	511	0	21
494	511	1	28
495	511	2	51
496	514	0	25
497	514	1	41
498	514	2	34
499	517	0	29
500	517	1	37
501	517	2	34
502	520	0	32
503	520	1	40
504	520	2	28
505	523	0	42
506	523	1	47
507	523	2	11
508	526	0	78
509	526	1	22
510	526	2	0
511	529	0	20.8
512	529	1	39.6
513	529	2	39.6
514	532	0	23.5
515	532	1	49.6
516	532	2	29.6
517	535	0	32.2
518	535	1	41.1
519	535	2	26.7
520	538	0	32.5
521	538	1	31.9
522	538	2	35.7
523	541	0	38.3
524	541	1	32.5
525	541	2	29.1
526	544	0	22.5
527	544	1	47.6
528	544	2	30
529	547	0	35.7
530	547	1	42
531	547	2	21.7
532	547	3	0.6
533	550	0	44.1
534	550	1	24.3
535	550	2	30.3
536	550	3	1.3
537	553	0	34.8
538	553	1	35.7
539	553	2	29.6
540	553	3	0
541	556	0	22.4
542	556	1	34.5
543	556	2	31.7
544	556	3	11.4
545	559	0	11.2
546	559	1	34.4
547	559	2	39.7
548	559	3	14.7
549	562	0	15.4
550	562	1	55.8
551	562	2	20.4
552	562	3	8.3
553	565	0	27.1
554	565	1	56.4
555	565	2	16.5
556	565	3	0
557	565	4	0
558	565	5	0
559	565	6	0
560	568	0	28.1
561	568	1	42.1
562	568	2	28.9
563	568	3	0.9
564	568	4	0
565	568	5	0
566	568	6	0
567	571	0	41.1
568	571	1	34.8
569	571	2	21.4
570	571	3	2.7
571	571	4	0
572	571	5	0
573	571	6	0
574	574	0	17.7
575	574	1	40.5
576	574	2	38.3
577	574	3	3.5
578	574	4	0
579	574	5	0
580	574	6	0
581	577	0	12.6
582	577	1	19.4
583	577	2	33.1
584	577	3	19.7
585	577	4	10
586	577	5	4.1
587	577	6	1.1
588	580	0	15.2
589	580	1	25.8
590	580	2	32.5
591	580	3	18.9
592	580	4	7.3
593	580	5	0.3
594	580	6	0
595	583	0	37.2
596	583	1	39.8
597	583	2	23
598	583	3	0
599	583	4	0
600	583	5	0
601	586	0	36.4
602	586	1	35
603	586	2	28.6
604	586	3	0
605	586	4	0
606	586	5	0
607	589	0	38.8
608	589	1	33.8
609	589	2	23.4
610	589	3	4
611	589	4	0
612	589	5	0
613	592	0	26.4
614	592	1	38.8
615	592	2	32.5
616	592	3	2.3
617	592	4	0
618	592	5	0
619	595	0	13.2
620	595	1	28.9
621	595	2	32.5
622	595	3	14.8
623	595	4	8.4
624	595	5	2.2
625	598	0	15.1
626	598	1	27.2
627	598	2	36
628	598	3	15.4
629	598	4	6.3
630	598	5	0
631	601	0	25.2
632	601	1	45
633	601	2	28.2
634	601	3	1.6
635	601	4	0
636	601	5	0
637	601	6	0
638	604	0	31.8
639	604	1	52.3
640	604	2	15.9
641	604	3	0
642	604	4	0
643	604	5	0
644	604	6	0
645	607	0	22.7
646	607	1	56.8
647	607	2	20.5
648	607	3	0
649	607	4	0
650	607	5	0
651	607	6	0
652	610	0	6.4
653	610	1	13.6
654	610	2	39.2
655	610	3	11.9
656	610	4	21.8
657	610	5	6.7
658	610	6	0.4
659	613	0	1.6
660	613	1	5.6
661	613	2	11.9
662	613	3	26.6
663	613	4	29.2
664	613	5	20.7
665	613	6	4.4
666	616	0	3.7
667	616	1	7.8
668	616	2	12.9
669	616	3	23.5
670	616	4	21.7
671	616	5	21.6
672	616	6	8.8
673	619	0	36.7
674	619	1	53.3
675	619	2	10
676	619	3	0
677	619	4	0
678	619	5	0
679	619	6	0
680	619	7	0
681	622	0	40
682	622	1	46.7
683	622	2	10
684	622	3	3.3
685	622	4	0
686	622	5	0
687	622	6	0
688	622	7	0
689	625	0	22.6
690	625	1	67.7
691	625	2	9.7
692	625	3	0
693	625	4	0
694	625	5	0
695	625	6	0
696	625	7	0
697	628	0	0
698	628	1	2.6
699	628	2	12.5
700	628	3	34.7
701	628	4	27.5
702	628	5	13.4
703	628	6	9
704	628	7	0.3
705	631	0	3.2
706	631	1	10.8
707	631	2	21.4
708	631	3	19.1
709	631	4	22.9
710	631	5	8.7
711	631	6	13.2
712	631	7	0.7
713	634	0	1.7
714	634	1	3.1
715	634	2	7
716	634	3	16.7
717	634	4	39.7
718	634	5	24.6
719	634	6	5.7
720	634	7	1.5
721	637	0	25.2
722	637	1	39.4
723	637	2	33.4
724	637	3	2
725	637	4	0
726	637	5	0
727	640	0	32
728	640	1	58
729	640	2	10
730	640	3	0
731	640	4	0
732	640	5	0
733	643	0	3.5
734	643	1	19.8
735	643	2	21.3
736	643	3	33
737	643	4	22.4
738	643	5	0
739	646	0	1.3
740	646	1	2.2
741	646	2	6.4
742	646	3	13.8
743	646	4	17.4
744	646	5	18.5
745	649	0	2
746	649	1	4.1
747	649	2	6.3
748	649	3	11.4
749	649	4	15.4
750	649	5	21.4
751	652	0	0
752	652	1	1.2
753	652	2	5.5
754	652	3	15.7
755	652	4	21.1
756	652	5	22.2
